firstName,lastName,Team,Position,college,age,overallRating,birthdate,height,weight,handedness,jerseyNum,yearsPro,Archetype,stats/acceleration/value,stats/agility/value,stats/jumping/value,stats/stamina/value,stats/strength/value,stats/awareness/value,stats/bCVision/value,stats/blockShedding/value,stats/breakSack/value,stats/breakTackle/value,stats/carrying/value,stats/catchInTraffic/value,stats/catching/value,stats/changeOfDirection/value,stats/deepRouteRunning/value,stats/finesseMoves/value,stats/hitPower/value,stats/impactBlocking/value,stats/injury/value,stats/jukeMove/value,stats/kickAccuracy/value,stats/kickPower/value,stats/kickReturn/value,stats/leadBlock/value,stats/manCoverage/value,stats/mediumRouteRunning/value,stats/overall/value,stats/passBlock/value,stats/passBlockFinesse/value,stats/passBlockPower/value,stats/playAction/value,stats/playRecognition/value,stats/powerMoves/value,stats/press/value,stats/pursuit/value,stats/release/value,stats/runBlock/value,stats/runBlockFinesse/value,stats/runBlockPower/value,stats/shortRouteRunning/value,stats/spectacularCatch/value,stats/speed/value,stats/spinMove/value,stats/stiffArm/value,stats/tackle/value,stats/throwAccuracyDeep/value,stats/throwAccuracyMid/value,stats/throwAccuracyShort/value,stats/throwOnTheRun/value,stats/throwPower/value,stats/throwUnderPressure/value,stats/toughness/value,stats/trucking/value,stats/zoneCoverage/value,contractYears,contractTotalValue_M,contractAPY_M,contractTotalGuaranteed_M,Development
Dimitri,Grimsley,New England,CB,Oregon State,24,70,5/22/01,73,191,1,28,2,Manto Man - CB,91,85,79,91,50,74,65,40,14,47,62,59,68,80,9,37,64,37,90,70,18,18,53,11,70,13,71,28,30,28,11,70,32,71,72,20,35,35,31,21,62,86,64,48,53,8,8,11,14,26,9,91,29,73,1,1.03,1.03,0.0,Normal
Harald,Corker,Baltimore,LG,USC,26,70,1/21/99,78,310,1,72,2,Power - G,72,49,70,78,99,73,17,36,6,16,33,24,32,49,12,27,38,83,82,11,8,9,9,76,8,15,70,71,69,77,4,22,39,7,19,13,74,74,69,24,23,66,12,33,31,3,5,6,3,14,8,87,23,9,4,3.942112,0.985528,0.102112,Normal
Franky,Carey,Carolina,QB,TCU,37,70,10/29/87,74,220,1,14,14,Field General - QB,68,73,72,80,55,72,62,15,55,44,64,52,53,67,13,8,14,12,91,55,21,11,13,7,12,19,71,12,16,11,81,8,8,13,27,22,11,18,10,29,50,75,53,29,15,80,81,84,80,91,81,91,23,12,2,8.0,4.0,5.9,Normal
Linden,Kadish,Denver,HB,Notre Dame,21,70,9/6/03,71,227,1,23,1,Elusive Back - HB,87,82,92,83,72,76,79,34,26,81,83,59,70,81,45,9,28,35,93,79,12,21,67,30,10,48,71,50,37,40,20,19,14,18,35,47,34,37,33,59,61,88,75,76,32,10,15,17,24,25,19,93,77,20,4,8.0,2.0,4.0,Normal
Pahl,Scarpitto,Green Bay,LE,Texas,22,70,12/22/02,75,256,1,99,0,Power Rusher - DE,86,81,83,89,81,70,37,72,17,26,48,43,45,71,26,66,81,81,89,33,21,22,32,24,36,34,70,46,44,46,17,70,69,31,77,35,46,46,44,39,47,81,31,34,73,6,10,13,16,11,11,93,30,46,4,5.141852,1.285463,0.941852,Normal
Doc,Trumpy,Los Angeles N,C,Arkansas,24,70,6/10/01,77,307,1,50,1,Agile - C,74,68,85,81,83,74,18,33,9,3,22,15,23,61,6,9,28,82,91,14,19,18,9,84,8,3,70,70,74,72,9,19,12,6,20,16,75,80,77,13,16,64,12,28,31,4,6,5,5,23,13,94,23,7,4,4.158388,1.039597,0.138388,Normal
Zack,Burleson,Pittsburgh,K,Pittsburgh,24,70,7/31/01,70,186,0,29,0,Power - KP,76,64,43,85,49,51,9,13,17,8,23,10,20,48,9,8,18,16,87,34,81,95,13,15,11,7,72,9,13,11,11,18,12,13,22,12,9,15,27,9,13,72,22,32,22,24,28,31,19,26,16,64,10,13,3,2.985,0.995,0.02,Normal
Alfredo,Tuck,Pittsburgh,WR,Notre Dame,28,70,6/27/97,75,224,1,15,4,Physical - WR,92,78,85,85,66,72,74,44,32,72,74,82,88,78,73,24,53,50,86,75,16,15,52,29,23,72,72,39,24,35,23,23,18,22,50,72,57,28,29,77,83,84,69,58,47,6,10,19,9,32,24,81,53,30,2,4.475,2.2375,1.08,Normal
Trev,Biekert,Washington,TE,Kansas State,23,70,6/14/02,76,250,1,82,1,Vertical Threat - TE,89,88,90,82,70,67,76,50,23,70,74,76,79,78,55,45,58,62,90,70,18,23,28,56,33,62,70,57,57,52,10,40,54,31,55,67,59,58,52,68,77,83,67,68,55,5,10,15,10,26,15,86,72,46,4,7.22795,1.806988,4.597851,Normal
Ric,Gardin,Atlanta,SS,Oklahoma,22,70,1/29/03,70,192,1,33,0,Zone - S,92,92,85,92,63,65,69,48,15,51,62,59,74,85,31,37,73,56,90,64,15,21,84,22,69,28,68,37,32,34,8,62,39,67,76,33,35,32,35,39,60,91,54,41,68,6,6,2,7,28,13,92,50,74,4,5.186152,1.296538,0.986152,Normal
Norbert,Steed,Carolina,DT,Wake Forest,27,70,12/16/97,75,274,1,54,4,,86,75,83,79,78,71,31,78,12,22,48,30,41,65,14,69,82,82,86,30,11,17,11,29,28,16,71,44,44,44,5,70,66,21,75,25,41,45,48,25,33,83,28,39,79,8,6,4,8,14,15,88,40,41,4,8.0,2.0,4.0,Normal
Senio,Miklich,Los Angeles N,LE,Wash. St.,24,70,10/14/00,76,264,1,44,1,Run Stopper - DE,90,69,82,77,81,71,46,74,17,29,43,37,52,66,9,69,77,81,80,49,18,19,11,29,39,14,72,34,34,35,8,74,70,36,79,21,38,39,41,23,40,83,46,31,77,4,8,9,8,23,13,84,42,45,4,4.349368,1.087342,0.329368,Normal
Ingle,Morris,New Orleans,WR,Pittsburgh,25,70,3/3/00,74,215,1,16,1,,93,82,91,83,66,74,76,33,25,75,68,80,83,78,72,10,34,47,92,81,13,21,30,33,20,70,68,36,32,23,7,20,10,13,34,68,45,41,35,71,82,91,72,57,37,13,15,18,15,39,16,82,52,29,4,4.274276,1.068569,0.254276,Normal
Liffort,Christenson,Philadelphia,DT,Alabama,24,70,11/10/00,75,297,1,94,2,,79,58,67,78,84,71,19,78,12,13,41,22,36,50,7,54,81,76,91,28,13,15,9,22,15,9,70,37,36,33,6,70,62,24,74,31,38,38,38,9,22,70,24,36,83,8,6,9,10,9,12,80,23,23,4,5.668712,1.417178,2.130369,Normal
Darrent,Spence,Carolina,DT,Florida,23,70,8/7/02,78,328,1,55,0,,70,56,64,78,86,70,19,77,17,24,35,18,16,53,10,54,79,84,94,20,22,20,25,32,10,14,68,42,42,46,13,71,67,10,71,20,44,43,47,12,21,66,16,37,80,10,12,15,11,24,11,93,32,12,4,4.673156,1.168289,0.473156,Normal
Enis,Abruzzese,Cleveland,CB,Northwestern,23,70,9/8/01,72,195,1,29,2,Manto Man - CB,93,87,84,92,61,68,70,40,10,54,54,51,62,89,18,40,56,41,88,73,19,20,70,11,73,21,70,10,22,34,15,66,30,72,62,22,12,33,34,22,57,90,67,42,40,10,10,15,15,28,16,82,31,66,4,4.177232,1.044308,0.337232,Normal
Harley,Wetz,Cleveland,RE,San Diego St.,25,70,1/7/00,76,267,1,99,3,Power Rusher - DE,81,84,78,78,74,64,42,77,15,29,37,38,40,73,25,64,79,89,95,35,15,15,7,26,25,31,69,44,49,44,10,67,72,18,82,33,48,48,43,34,40,77,38,39,82,3,6,6,4,26,11,83,38,35,4,8.0,2.0,4.0,Normal
Hicham,Bookout,Kansas City,HB,UCLA,22,70,11/24/02,73,225,0,42,1,Power Back - HB,89,82,88,88,77,77,80,40,33,79,85,61,71,80,49,16,44,52,92,77,16,17,56,50,24,61,71,50,34,39,31,26,14,25,47,65,46,37,33,68,57,84,75,79,41,29,37,39,35,42,28,91,83,34,3,2.83,0.943333,0.0,Normal
Mario,Rothwell,New York N,LS,Iowa,35,70,8/13/90,73,250,1,59,11,Accurate - LS,73,70,76,81,69,61,18,43,10,14,65,47,64,62,42,16,59,68,94,15,15,9,12,55,22,46,69,55,39,50,12,15,24,12,44,42,46,34,41,49,46,72,8,17,50,12,10,8,10,9,10,82,24,19,4,8.0,2.0,4.0,Normal
Uwe,Siano,Jacksonville,LOLB,Wyoming,26,70,8/18/99,75,239,1,48,3,Run Stopper - OLB,88,84,94,86,75,71,64,63,21,34,62,61,68,78,11,46,82,70,90,50,19,21,11,26,61,13,68,43,46,45,12,69,48,41,86,15,46,46,47,22,61,85,42,36,84,11,10,16,17,19,12,79,33,62,4,5.426108,1.356527,1.12626,Normal
Darnell,Umenyiora,Las Vegas,LT,William  Mary,23,70,3/22/02,77,309,1,60,0,Agile - OT,78,75,70,87,87,71,17,26,12,17,23,18,26,61,7,32,35,86,90,24,15,12,9,79,11,4,68,73,74,74,5,21,28,11,28,14,73,74,74,17,24,75,14,20,31,8,6,4,6,15,7,88,39,13,4,6.161184,1.540296,1.12086,Normal
Delvin,Maple,Cincinnati,WR,Purdue,26,70,10/29/98,72,188,1,15,2,Slot - WR,88,89,89,80,55,62,76,30,20,72,72,83,88,90,71,10,24,38,83,68,12,17,86,21,22,75,68,28,20,20,4,22,10,26,40,60,44,28,19,76,76,90,63,40,36,4,10,14,10,28,17,83,42,29,4,4.518776,1.129694,0.678776,Normal
Jo-Lonn,Supernaw,Carolina,CB,Wash. St.,22,70,9/17/02,71,176,1,26,1,Manto Man - CB,91,85,81,87,59,75,63,40,10,57,52,47,67,86,13,26,49,41,89,72,26,27,57,13,72,14,70,9,36,32,7,70,25,67,69,26,13,35,32,27,53,86,66,32,54,8,14,18,11,29,9,87,25,71,4,4.343984,1.085996,0.323984,Normal
Roderick,Dwight,Tennessee,WR,Florida,23,70,12/14/01,73,196,1,17,0,Deep Threat - WR,95,86,89,87,64,73,76,39,29,70,71,77,78,85,74,31,40,50,86,75,16,19,75,32,53,69,68,27,14,24,23,41,31,25,42,69,52,27,29,71,76,94,68,46,50,16,10,23,8,12,35,81,38,47,4,5.400952,1.350238,1.100952,Normal
Kenard,Womble,New York N,TE,Canisius,33,70,4/10/92,78,235,1,85,10,Blocking - TE,86,78,87,83,80,67,61,32,19,60,69,72,72,76,44,16,29,68,93,67,20,24,19,76,14,52,69,66,61,65,6,21,15,21,34,61,71,66,68,53,76,77,69,67,31,8,6,6,7,31,12,77,64,21,4,8.0,2.0,4.0,Normal
Metz,Osemele,Detroit,LG,Boston College,24,70,10/11/00,75,314,1,73,1,Power - G,75,58,77,82,86,63,21,30,9,21,20,21,28,64,6,25,39,84,91,20,13,22,11,83,8,11,68,73,75,73,4,24,35,10,24,12,74,72,76,17,18,66,12,25,27,8,6,5,3,23,9,92,32,9,4,4.158388,1.039597,0.138388,Normal
Tuufuli,Lungren,Los Angeles N,TE,Stanford,26,70,1/8/99,79,251,1,84,5,Possession - TE,80,77,88,78,70,73,72,48,12,52,80,77,85,71,60,21,44,63,87,54,15,22,43,51,16,68,68,64,64,56,3,46,18,22,46,67,67,65,58,69,82,83,51,59,48,6,10,14,12,22,15,82,65,22,3,22.5,7.5,10.25,Normal
Delles,Janik,Green Bay,RE,Oklahoma St.,22,70,9/23/02,74,240,1,45,0,Smaller Speed Rusher - DE,91,82,94,74,77,65,46,76,30,30,49,41,50,78,27,74,74,80,81,50,24,22,30,35,51,32,69,45,47,46,15,68,68,43,77,30,48,45,46,32,43,88,45,40,75,12,13,22,19,33,28,85,38,58,4,4.604084,1.151021,0.404084,Normal
Kelcie,Taibi,Arizona,FS,Texas Tech,24,70,1/20/01,71,195,1,42,1,Hybrid - S,91,84,91,84,55,67,81,52,22,73,73,66,71,88,40,33,75,51,91,80,9,13,56,21,66,43,70,21,16,12,7,70,29,66,73,42,24,17,13,51,63,93,70,50,67,15,20,24,23,32,9,86,52,68,4,4.866844,1.216711,0.846844,Normal
Florian,Mcginest,Seattle,HB,Miami,21,70,1/31/04,72,217,1,22,0,Power Back - HB,92,79,83,83,75,67,81,38,25,79,90,56,66,72,48,22,39,51,92,79,34,32,68,42,24,49,70,48,43,46,30,35,30,22,39,44,43,30,35,56,53,88,73,79,42,18,23,18,24,27,33,92,81,29,4,4.338944,1.084736,0.138944,Normal
Mao,Mcilhenny,Miami,RG,San Diego St.,31,70,1/27/94,77,300,1,64,8,Agile - G,63,58,72,85,80,79,48,22,12,30,48,50,54,50,23,12,36,80,92,49,22,22,9,80,12,28,70,78,77,75,8,16,9,9,28,34,76,75,74,41,47,73,21,46,34,4,6,4,7,25,4,89,37,15,1,1.17,1.17,0.0,Normal
Todd,Bunting,New York N,TE,San Diego St.,24,70,9/22/00,77,253,1,82,3,Possession - TE,88,80,85,90,77,77,68,50,15,54,73,74,85,69,56,32,38,63,93,65,14,17,32,62,23,61,70,59,60,56,5,37,32,22,56,64,61,57,63,66,73,84,58,60,42,7,10,14,8,27,12,87,65,31,4,8.0,2.0,4.0,Normal
Cris,Ames,New Orleans,ROLB,Oklahoma,22,70,3/10/03,75,233,1,47,0,Run Stopper - OLB,88,77,80,87,74,68,50,69,25,42,63,59,63,77,27,61,82,71,83,57,21,26,9,25,55,30,72,48,48,44,3,67,55,46,78,36,48,42,45,34,64,85,54,49,81,6,6,9,4,26,13,89,43,61,4,5.228364,1.307091,1.028364,Normal
Wally,Niehaus,New Orleans,WR,Washington,29,70,10/23/95,73,195,1,17,7,,93,93,91,83,47,58,85,22,20,72,78,78,84,83,73,11,18,37,80,86,15,21,88,26,15,75,68,28,24,25,27,17,11,22,33,74,47,26,40,73,84,87,76,67,27,28,34,34,29,45,24,82,30,24,1,1.3375,1.3375,0.0,Normal
Jodie,Strada,Arizona,DT,West Virginia,25,70,12/14/99,76,286,1,55,2,,82,71,71,82,83,76,22,77,21,23,42,39,45,57,14,69,77,72,90,32,9,10,7,21,23,16,72,31,38,33,9,68,75,20,76,14,44,40,39,19,42,74,26,31,79,11,15,16,14,22,10,82,31,28,4,3.973336,0.993334,0.133336,Normal
Ran,Ruether,Cleveland,LT,Ohio State,24,70,8/6/01,80,375,1,79,2,Power - OT,67,43,71,77,94,75,12,43,15,23,31,13,24,46,3,10,55,93,90,13,8,8,9,66,9,6,69,76,69,80,5,16,35,8,14,12,72,75,70,11,22,61,8,43,41,4,6,7,6,17,5,91,47,9,4,4.632332,1.158083,0.792332,Normal
Tobin,Dodge,Atlanta,RE,W. Kentucky,26,70,7/12/99,76,240,1,51,3,Smaller Speed Rusher - DE,89,80,86,73,72,69,30,64,15,19,35,29,39,75,9,69,82,71,89,43,30,33,6,22,20,8,68,44,42,46,7,61,62,24,77,10,42,47,45,12,30,88,34,32,79,6,6,4,5,21,12,76,32,30,4,5.229582,1.307396,0.983332,Normal
Adger,Klingel,Arizona,CB,Ohio State,22,70,10/10/02,71,186,1,29,0,Zone - CB,92,85,89,93,60,70,68,51,18,48,56,59,71,81,28,33,67,51,86,74,25,33,77,26,68,30,71,36,32,23,21,70,34,68,75,32,34,35,25,32,65,88,64,41,54,14,17,20,8,23,14,85,30,72,4,4.520216,1.130054,0.320216,Normal
Obie,Kalina,Los Angeles A,WR,TCU,24,70,9/11/00,68,165,1,12,2,,95,82,74,78,66,59,82,28,18,67,73,79,84,80,70,11,22,33,88,76,18,17,85,20,20,71,68,27,17,12,4,23,12,26,34,57,40,23,22,68,77,96,72,32,33,9,10,18,12,26,13,83,34,26,4,4.551932,1.137983,0.711932,Normal
Peaches,Koenen,Cleveland,QB,Clemson,29,70,9/14/95,75,223,1,4,8,Scrambler - QB,87,87,81,90,69,60,85,22,83,78,65,34,51,84,15,10,22,42,74,79,27,25,10,35,15,17,70,23,15,25,84,19,10,10,34,25,27,15,15,25,52,84,76,58,34,77,76,83,81,89,77,88,65,20,5,230.0,46.0,230.0,Normal
Swanson,Ontko,Dallas,HB,Kansas State,23,70,11/2/01,66,176,1,42,2,Elusive Back - HB,89,91,80,85,54,53,79,26,22,70,92,45,70,84,55,11,23,29,91,81,9,22,67,25,10,62,69,47,29,26,16,18,8,13,33,44,35,27,23,66,44,88,70,55,25,14,15,19,24,27,15,90,51,16,4,3.973336,0.993334,0.133336,Normal
Geoffrey,Gunn,Las Vegas,ROLB,LSU,27,70,2/17/98,72,237,1,45,6,Run Stopper - OLB,89,78,91,92,77,65,65,67,12,36,64,41,70,82,11,68,83,80,93,63,15,19,8,25,59,21,69,47,46,45,7,64,62,52,83,26,46,47,46,23,47,88,49,61,76,4,6,8,6,24,10,91,48,66,1,1.17,1.17,0.0,Normal
Beattie,Maeder,Baltimore,WR,North Carolina,24,70,6/19/01,74,193,1,81,1,Deep Threat - WR,90,87,94,85,63,56,77,34,22,77,69,81,80,83,75,11,26,48,92,78,13,17,42,30,12,73,68,38,20,22,6,18,11,6,31,72,53,38,28,71,84,96,78,53,30,5,10,13,9,20,17,83,49,20,4,4.817852,1.204463,0.797852,Normal
Merril,Kosel,Buffalo,DT,Duke,24,70,12/10/00,74,302,1,90,1,,80,56,79,83,83,71,38,76,23,41,41,15,21,54,6,71,77,82,92,46,15,25,10,12,17,3,70,25,17,26,13,69,72,11,77,14,47,47,46,2,17,74,25,25,77,15,16,14,12,14,17,86,24,19,4,5.618048,1.404512,0.905852,Normal
Geoff,Boddie,Indianapolis,CB,Kansas State,28,70,10/8/96,69,176,1,34,6,Manto Man - CB,92,83,83,89,55,73,71,50,10,59,59,53,66,83,9,34,63,52,82,70,14,15,46,18,75,10,70,34,34,34,8,67,30,64,69,28,33,34,34,23,64,89,59,31,59,5,6,7,8,34,16,80,20,73,1,1.17,1.17,0.0,Normal
Brock,Righetti,Chicago,TE,Notre Dame,30,70,8/9/95,78,246,1,81,7,Possession - TE,85,75,76,89,76,73,62,22,18,66,72,74,90,70,56,12,14,70,93,68,16,21,9,58,10,62,71,60,61,57,6,18,8,10,21,66,64,59,53,62,77,82,51,64,30,10,10,15,12,21,16,85,71,13,1,2.5,2.5,1.5,Normal
Dub,Lackman,Baltimore,RT,LSU,21,70,3/5/04,77,315,1,51,0,Power - OT,72,55,73,89,86,66,16,37,12,15,34,22,20,56,3,22,35,83,86,8,18,15,9,79,11,3,70,73,72,75,7,24,40,9,32,14,76,72,73,19,22,69,11,11,33,8,6,5,7,21,12,86,31,12,4,6.27352,1.56838,1.20256,Normal
Kamar,Sack,Cincinnati,TE,Iowa,24,70,9/13/00,77,252,1,83,1,Vertical Threat - TE,89,84,82,83,74,67,76,39,16,67,71,77,78,73,63,10,48,63,77,66,10,18,26,54,16,62,72,57,56,56,4,15,10,20,43,65,58,61,60,67,77,86,61,65,44,4,10,14,10,22,15,86,67,22,4,8.0,2.0,4.0,Normal
Jeremiah,Gilberry,Kansas City,QB,Wash. St.,29,70,5/16/96,73,225,1,17,6,Scrambler - QB,84,76,85,79,61,67,75,24,81,56,63,16,25,78,8,11,29,26,92,68,15,23,13,15,13,11,68,12,15,19,84,16,12,11,31,17,24,17,25,18,15,82,66,35,28,80,81,91,82,83,80,94,32,12,4,8.0,2.0,4.0,Normal
Kiwaukee,Frahm,Cleveland,LE,Missouri,24,70,7/27/01,76,271,1,57,2,Power Rusher - DE,88,78,85,80,80,64,35,76,12,23,34,21,35,67,3,61,86,84,91,41,16,15,10,18,29,6,72,42,48,44,7,61,75,40,83,12,45,48,43,16,35,78,30,54,78,6,6,9,7,20,12,82,33,42,4,4.551932,1.137983,0.711932,Normal
Peyton,Groomes,New Orleans,RE,Notre Dame,24,70,10/30/00,77,265,1,55,2,Power Rusher - DE,91,76,79,86,76,68,50,71,17,42,50,48,47,69,32,64,87,84,91,46,19,25,23,33,39,36,72,41,49,47,8,59,70,45,76,42,45,44,41,42,51,84,49,50,84,4,6,3,8,22,11,83,48,47,4,8.734721,2.18368,6.731557,Normal
Johnny,Jurich,Arizona,QB,N.C. State,32,70,12/11/92,76,235,1,7,9,Field General - QB,75,76,73,91,70,70,84,18,61,69,68,20,26,71,15,7,9,33,92,59,23,21,10,36,12,14,68,20,14,13,81,18,7,9,26,18,19,10,11,16,23,77,60,46,42,83,79,84,81,89,83,91,62,18,2,12.5,6.25,6.5,Normal
Kevan,Kraus,Carolina,DT,Mississippi St.,25,70,7/30/00,76,301,1,96,1,,81,62,76,81,84,63,26,74,12,11,41,26,33,63,4,71,81,84,88,21,13,15,9,19,29,4,69,44,45,43,6,66,69,17,74,17,42,44,47,14,29,75,14,32,82,10,6,5,5,22,9,84,35,45,4,4.196424,1.049106,0.176424,Normal
Levert,Seurer,Los Angeles A,DT,Oregon,25,70,8/30/00,74,332,1,99,0,,75,67,68,72,88,69,23,77,17,21,35,18,18,64,6,59,79,91,88,22,27,25,32,25,12,13,68,45,48,43,15,66,72,20,76,14,46,45,44,15,21,68,15,32,75,6,8,13,18,26,17,91,36,14,4,8.0,2.0,4.0,Normal
Sherman,Dewveall,New England,DT,LSU,24,70,10/22/00,75,305,1,94,2,,64,57,63,78,88,62,9,74,13,7,28,12,23,58,8,49,81,85,86,16,10,12,9,54,10,4,68,46,44,52,7,65,65,10,66,23,55,51,55,11,13,67,16,25,83,7,7,14,8,21,15,81,30,12,1,0.915,0.915,0.0,Normal
Timothy,Dyson,Kansas City,TE,TCU,24,70,11/2/00,78,249,1,12,1,Vertical Threat - TE,87,76,90,85,76,62,76,32,16,71,76,79,79,70,57,10,36,60,90,68,14,17,26,56,16,63,71,55,53,56,4,20,10,18,36,67,57,56,58,67,81,85,58,70,41,8,10,16,10,22,15,88,67,22,4,4.70862,1.177155,0.68862,Normal
Damion,Mansfield,Houston,CB,USC,21,70,11/5/03,71,187,1,30,0,Zone - CB,87,82,77,87,55,73,74,43,20,43,60,66,64,87,27,39,48,47,82,72,22,23,78,27,69,30,68,32,35,24,9,70,26,68,74,34,34,34,22,39,70,93,68,32,65,6,6,3,4,25,7,77,27,74,4,6.161184,1.540296,1.12086,Normal
Darrelle,Mcdonnell,Arizona,CB,Ole Miss,27,70,10/14/97,71,190,1,37,3,Slot - CB,91,93,81,83,66,66,57,51,10,43,57,53,57,90,16,25,66,53,78,69,13,16,33,24,67,22,68,31,38,37,7,64,37,63,74,14,35,36,34,29,51,90,65,36,64,4,6,4,5,25,16,76,36,69,4,3.95348,0.98837,0.11348,Normal
Claude,Janiak,Indianapolis,ROLB,Missouri,23,70,9/13/01,75,227,1,57,1,Pass Coverage - OLB,90,86,81,83,72,74,45,60,12,31,61,64,76,74,9,63,87,72,95,57,13,16,6,29,60,7,71,34,39,37,8,69,50,73,77,11,43,41,44,15,66,88,55,42,76,6,15,13,11,19,7,87,42,70,4,4.35624,1.08906,0.33624,Normal
Sugarfoot,Kuczynski,Cincinnati,WR,Alabama,24,70,6/28/01,72,196,1,81,1,Deep Threat - WR,95,87,94,85,60,54,75,31,23,78,73,83,89,89,73,8,31,43,85,72,11,16,44,20,12,77,71,28,11,12,9,16,8,12,32,65,39,25,22,70,79,90,70,51,35,3,10,14,17,23,15,86,42,16,4,5.820896,1.455224,1.05338,Normal
Whitey,Hennings,Baltimore,LT,TCU,30,70,6/19/95,77,300,1,68,7,Agile - OT,75,57,61,83,84,78,13,31,12,11,25,15,20,56,2,11,31,79,86,12,10,17,7,72,12,4,68,70,72,70,7,10,8,11,28,13,73,77,67,8,18,69,9,18,33,6,6,10,7,13,12,88,20,12,4,8.0,2.0,4.0,Normal
Hugo,Fulhage,Jacksonville,DT,LSU,23,70,9/24/01,75,305,1,98,1,,73,68,74,82,90,61,17,77,12,13,23,13,24,48,2,67,82,88,89,17,17,17,29,52,13,4,70,50,54,54,5,62,70,15,71,11,43,46,44,9,12,68,12,24,84,4,6,7,7,17,11,86,33,18,4,4.803076,1.200769,0.783076,Normal
Tim,Kersten,Cleveland,DT,Cincinnati,24,70,9/1/01,73,313,1,97,1,,77,67,63,79,85,60,43,79,12,33,43,18,48,54,17,66,83,88,91,36,18,27,15,18,19,20,69,51,48,47,6,63,69,16,77,30,44,44,43,15,15,73,32,46,82,10,6,8,7,21,11,87,55,27,1,0.795,0.795,0.0,Normal
Jordy,Pifferini,Los Angeles A,DT,Alabama,24,70,4/9/01,77,297,1,92,1,,68,67,72,78,83,67,11,74,19,17,54,34,40,49,7,63,82,87,77,25,15,23,21,16,41,4,68,28,16,24,16,70,72,18,76,19,47,48,45,10,38,68,26,18,81,12,13,17,9,22,16,83,40,45,4,4.859012,1.214753,0.839012,Normal
Russ,Minnis,Tennessee,HB,Michigan,22,70,10/4/02,74,226,1,28,0,Power Back - HB,87,80,74,78,79,69,76,62,30,79,90,48,64,76,35,42,60,51,90,80,32,28,75,42,55,46,69,47,45,48,26,23,45,54,72,42,46,37,34,54,49,86,75,83,63,29,32,37,27,43,23,92,80,62,4,4.438508,1.109627,0.238508,Normal
Javon,Israel,Green Bay,DT,Bowling Green St.,25,70,5/8/00,75,296,1,94,2,Power Rusher - DT,82,67,74,78,84,76,20,75,15,10,37,38,43,47,1,65,84,83,89,25,10,10,9,26,22,6,69,46,44,46,10,75,77,30,68,10,44,43,48,12,39,69,22,23,77,9,7,9,8,24,12,81,26,30,4,4.052028,1.013007,0.212028,Normal
Gerris,Tew,Los Angeles A,WR,Auburn,23,70,10/16/01,73,190,1,84,0,Slot - WR,96,93,83,86,60,63,76,33,33,71,78,78,77,91,73,29,34,30,87,72,27,22,72,27,57,71,71,22,21,32,20,43,30,32,38,70,45,26,30,73,76,95,72,45,48,27,19,13,18,21,36,86,44,66,4,4.608004,1.152001,0.408004,Normal
Wilson,Bullock,Miami,CB,Ohio State,29,70,5/30/96,70,212,1,14,6,Manto Man - CB,90,93,93,89,55,65,57,59,11,58,62,51,61,89,9,28,60,47,82,71,14,17,73,17,69,8,68,37,36,35,4,69,24,74,71,25,34,33,33,21,61,91,69,23,59,4,6,4,6,29,13,81,24,71,1,1.17,1.17,0.0,Normal
Pettis,Spilis,New Orleans,DT,Northern Iowa,25,70,2/23/00,74,320,1,97,1,,68,56,70,85,89,67,8,74,12,8,42,10,28,51,7,67,80,86,90,9,22,28,13,26,12,9,68,48,46,45,8,67,69,12,75,12,46,44,44,14,13,63,9,30,84,5,6,5,6,31,10,89,27,20,4,4.198828,1.049707,0.178828,Normal
Bon,Feldman,Tampa Bay,CB,Ga. Southern,27,70,12/11/97,70,189,1,22,5,Zone - CB,88,90,96,92,53,78,68,47,21,50,59,49,65,91,23,37,55,49,91,74,36,39,59,15,62,24,68,35,38,34,25,78,36,73,74,29,35,38,36,31,68,90,70,27,54,14,22,35,31,37,26,82,13,71,1,1.3375,1.3375,1.1975,Normal
Jojo,Strenger,Baltimore,WR,Colorado,23,70,3/29/02,70,163,1,83,0,,88,88,80,86,62,62,80,26,21,69,66,82,76,89,72,20,23,32,89,75,21,16,73,25,66,75,72,23,10,17,21,30,20,26,23,69,45,17,18,77,80,91,72,43,28,18,15,16,15,11,33,92,40,22,4,8.0,2.0,4.0,Normal
Blake,Dottley,Las Vegas,DT,Utah,27,70,8/23/98,77,334,1,95,5,,69,61,71,85,84,74,31,73,12,26,39,23,33,55,14,56,83,91,90,22,15,18,40,43,13,13,71,43,48,46,4,75,70,17,75,14,42,44,46,18,20,73,16,31,74,6,6,5,8,19,8,89,49,24,1,1.4395,1.4395,0.5675,Normal
Davey,Shedd,Philadelphia,SS,Georgia,25,70,10/5/99,74,202,1,38,3,Run Support - S,95,82,86,90,57,62,58,61,19,52,66,55,60,80,9,34,90,63,84,68,37,33,33,18,64,15,70,24,37,37,5,65,26,62,79,14,16,34,37,16,57,93,62,47,73,7,6,7,5,22,11,90,47,72,1,1.03,1.03,0.0,Normal
Delton,Hindman,Pittsburgh,DT,Iowa,25,70,6/12/00,77,286,1,91,1,,71,77,79,86,81,71,24,73,12,18,40,24,41,68,4,70,83,79,91,21,8,15,12,16,17,8,70,43,47,47,8,69,75,20,77,12,43,43,47,13,24,70,16,31,80,7,6,5,8,22,8,86,31,26,4,4.240072,1.060018,0.220072,Normal
