PFL_Name,Real_Player_Name,Team,Position,PFL_Contract_Value,PFL_Contract_Years,Real_Contract_Value,Real_Contract_Years,Status,Difference
Tuufuli Lungren,N/A,Los Angeles N Rams,TE,24.5,3,N/A,N/A,NO_TEST_MATCH,N/A
Delles Janik,Collin Oliver,Green Bay Packers,RE,4604084.0,4,4604084.0,4.0,CORRECT,0.0
Kelcie Taibi,Dadrion Taylor-Demerson,Arizona Cardinals,FS,4866844.0,4,4866844.0,4.0,CORRECT,0.0
Florian Mcginest,Damien Martinez,Seattle Seahawks,HB,4338944.0,4,4338944.0,4.0,CORRECT,0.0
Mao Mcilhenny,Daniel Brunskill,Miami Dolphins,RG,1170000.0,1,1170000.0,1.0,CORRECT,0.0
Todd Bunting,N/A,New York N Giants,TE,2.453104,4,N/A,N/A,NO_TEST_MATCH,N/A
Cris Ames,N/A,New Orleans,ROLB,3.228364,4,N/A,N/A,NO_TEST_MATCH,N/A
Wally Niehaus,N/A,New Orleans,WR,0.3375,1,N/A,N/A,NO_TEST_MATCH,N/A
Jodie Strada,Dante Stills,Arizona Cardinals,DT,3973336.0,4,3973336.0,4.0,CORRECT,0.0
Ran Ruether,Dawand Jones,Cleveland Browns,LT,4632332.0,4,4632332.0,4.0,CORRECT,0.0
Tobin Dodge,DeAngelo Malone,Atlanta Falcons,RE,5229582.0,4,5229582.0,4.0,CORRECT,0.0
Adger Klingel,Denzel Burke,Arizona Cardinals,CB,4520216.0,4,4520216.0,4.0,CORRECT,0.0
Obie Kalina,N/A,Los Angeles A Chargers,WR,6.551932,4,N/A,N/A,NO_TEST_MATCH,N/A
Peaches Koenen,Deshaun Watson,Cleveland Browns,QB,230000000.0,5,230000000.0,5.0,CORRECT,0.0
Swanson Ontko,Deuce Vaughn,Dallas Cowboys,HB,3973336.0,4,3973336.0,4.0,CORRECT,0.0
Geoffrey Gunn,Devin White,Las Vegas Raiders,ROLB,1170000.0,1,1170000.0,1.0,CORRECT,0.0
Beattie Maeder,Devontez Walker,Baltimore Ravens,WR,4817852.0,4,4817852.0,4.0,CORRECT,0.0
Merril Kosel,DeWayne Carter,Buffalo Bills,DT,5618048.0,4,5618048.0,4.0,CORRECT,0.0
Geoff Boddie,Duke Shelley,Indianapolis Colts,CB,1170000.0,1,1170000.0,1.0,CORRECT,0.0
Brock Righetti,Durham Smythe,Chicago Bears,TE,2500000.0,1,2500000.0,1.0,CORRECT,0.0
Dub Lackman,Emery Jones Jr.,Baltimore Ravens,RT,6273520.0,4,6273520.0,4.0,CORRECT,0.0
Kamar Sack,Erick All,Cincinnati Bengals,TE,4813104.0,4,4813104.0,4.0,CORRECT,0.0
Jeremiah Gilberry,Gardner Minshew,Kansas City Chiefs,QB,1170000.0,1,1170000.0,1.0,CORRECT,0.0
Kiwaukee Frahm,Isaiah McGuire,Cleveland Browns,LE,4551932.0,4,4551932.0,4.0,CORRECT,0.0
Peyton Groomes,N/A,New Orleans,RE,10.734721,4,N/A,N/A,NO_TEST_MATCH,N/A
Johnny Jurich,Jacoby Brissett,Arizona Cardinals,QB,12500000.0,2,12500000.0,2.0,CORRECT,0.0
Kevan Kraus,Jaden Crumedy,Carolina Panthers,DT,4196424.0,4,4196424.0,4.0,CORRECT,0.0
Levert Seurer,N/A,Los Angeles A Chargers,DT,4.313266,4,N/A,N/A,NO_TEST_MATCH,N/A
Sherman Dewveall,Jaquelin Roy,New England Patriots,DT,915000.0,1,915000.0,1.0,CORRECT,0.0
Timothy Dyson,Jared Wiley,Kansas City Chiefs,TE,4708620.0,4,4708620.0,4.0,CORRECT,0.0
Damion Mansfield,Jaylin Smith,Houston Texans,CB,6161184.0,4,6161184.0,4.0,CORRECT,0.0
Darrelle Mcdonnell,Jaylon Jones,Arizona Cardinals,CB,1200000.0,1,1200000.0,1.0,CORRECT,0.0
Claude Janiak,Jaylon Carlies,Indianapolis Colts,ROLB,4356240.0,4,4356240.0,4.0,CORRECT,0.0
Sugarfoot Kuczynski,Jermaine Burton,Cincinnati Bengals,WR,5820896.0,4,5820896.0,4.0,CORRECT,0.0
Whitey Hennings,Joe Noteboom,Baltimore Ravens,LT,3.0,1,N/A,N/A,NO_CONTRACT_FOUND,N/A
Hugo Fulhage,N/A,Jacksonville,DT,5.803076,4,N/A,N/A,NO_TEST_MATCH,N/A
Tim Kersten,Jowon Briggs,Cleveland Browns,DT,795000.0,1,795000.0,1.0,CORRECT,0.0
Jordy Pifferini,N/A,Los Angeles A Chargers,DT,6.859012,4,N/A,N/A,NO_TEST_MATCH,N/A
Russ Minnis,Kalel Mullings,Tennessee Titans,HB,4438508.0,4,4438508.0,4.0,CORRECT,0.0
Javon Israel,Karl Brooks,Green Bay Packers,DT,4052028.0,4,4052028.0,4.0,CORRECT,0.0
Gerris Tew,N/A,Los Angeles A Chargers,WR,2.608004,4,N/A,N/A,NO_TEST_MATCH,N/A
Wilson Bullock,Kendall Sheffield,Miami Dolphins,CB,1170000.0,1,1170000.0,1.0,CORRECT,0.0
Pettis Spilis,N/A,New Orleans,DT,4.198828,4,N/A,N/A,NO_TEST_MATCH,N/A
Bon Feldman,Kindle Vildor,Tampa Bay Buccaneers,CB,1337500.0,1,1337500.0,1.0,CORRECT,0.0
Jojo Strenger,LaJohntay Wester,Baltimore Ravens,WR,4414868.0,4,4414868.0,4.0,CORRECT,0.0
Blake Dottley,Leki Fotu,Las Vegas Raiders,DT,1439500.0,1,1439500.0,1.0,CORRECT,0.0
Davey Shedd,Lewis Cine,Philadelphia Eagles,SS,1030000.0,1,1030000.0,1.0,CORRECT,0.0
Delton Hindman,Logan Lee,Pittsburgh Steelers,DT,4240072.0,4,4240072.0,4.0,CORRECT,0.0
Sidney Kinderdine,Luke McCaffrey,Washington Commanders,WR,5596312.0,4,5596312.0,4.0,CORRECT,0.0
Lin Roan,Luke Musgrave,Green Bay Packers,TE,8475731.0,4,8475731.0,4.0,CORRECT,0.0
Keaton Stephens,M.J. Stewart,Houston Texans,FS,2500000.0,1,2500000.0,1.0,CORRECT,0.0
Dimitrius Rehberg,N/A,New York A Jets,WR,7.073456,4,N/A,N/A,NO_TEST_MATCH,N/A
Aveion Norgard,Malik Washington,Miami Dolphins,WR,4219560.0,4,4219560.0,4.0,CORRECT,0.0
Triandos Ostroski,N/A,New Orleans,P,3.2,1,N/A,N/A,NO_TEST_MATCH,N/A
Stockar Wells,Mekhi Wingo,Detroit Lions,DT,4206800.0,4,4206800.0,4.0,CORRECT,0.0
Remi Weigel,Michael Burton,Denver Broncos,FB,1422500.0,1,1422500.0,1.0,CORRECT,0.0
James-Michael Sullivan,Mike Edwards,Kansas City Chiefs,FS,1337500.0,1,1337500.0,1.0,CORRECT,0.0
Rupert Bailey,Mohamed Kamara,Miami Dolphins,LE,4340872.0,4,4340872.0,4.0,CORRECT,0.0
Danario Korver,N/A,Jacksonville,CB,3.77598,4,N/A,N/A,NO_TEST_MATCH,N/A
Packie Ness,Mykal Walker,Arizona Cardinals,MLB,1790000.0,1,1790000.0,1.0,CORRECT,0.0
Alden Elway,Myles Murphy,Cincinnati Bengals,RE,12587262.0,4,12587262.0,4.0,CORRECT,0.0
Jerrott Rooney,Nick McCloud,Chicago Bears,CB,1320000.0,1,1320000.0,1.0,CORRECT,0.0
Huey Lockett,Nick Moore,Baltimore Ravens,LS,2495000.0,2,2495000.0,2.0,CORRECT,0.0
Dosey Lens,Oren Burks,Cincinnati Bengals,ROLB,5000000.0,2,5000000.0,2.0,CORRECT,0.0
Devier Scanlan,N/A,New York A Jets,DT,9.506373,4,N/A,N/A,NO_TEST_MATCH,N/A
Tyrone Mcphee,N/A,New York N Giants,DT,14.0,3,N/A,N/A,NO_TEST_MATCH,N/A
Atari Bratton,Robert Jones,Dallas Cowboys,LG,3750000.0,1,3750000.0,1.0,CORRECT,0.0
Ronnie Wrightman,Roman Wilson,Pittsburgh Steelers,WR,5745168.0,4,5745168.0,4.0,CORRECT,0.0
Mercury Brazell,Royce Newman,Arizona Cardinals,RG,1337500.0,1,1337500.0,1.0,CORRECT,0.0
Grey Jagade,Russell Gage,San Francisco 49ers,WR,1170000.0,1,1170000.0,1.0,CORRECT,0.0
Mickey Badar,Ryan Fitzgerald,Carolina Panthers,K,2980000.0,3,2980000.0,3.0,CORRECT,0.0
Jess Hillenbrand,Sai'vion Jones,Denver Broncos,DT,6161184.0,4,6161184.0,4.0,CORRECT,0.0
Keyshawn Ghent,Sam Mustipher,Tennessee Titans,LG,2.125,1,N/A,N/A,NO_CONTRACT_FOUND,N/A
Herm Griffiths,Savion Williams,Green Bay Packers,WR,6292454.0,4,6292454.0,4.0,CORRECT,0.0
Kheeston Mastrogany,Scott Miller,Pittsburgh Steelers,WR,0.3375,1,N/A,N/A,NO_CONTRACT_FOUND,N/A
Bernard Brooks,Shaun Wade,Chicago Bears,CB,1100000.0,1,1100000.0,1.0,CORRECT,0.0
Luis Skeate,Tanor Bortolini,Indianapolis Colts,C,4799872.0,4,4799872.0,4.0,CORRECT,0.0
Gary Bryan,Tavius Robinson,Baltimore Ravens,LE,4560564.0,4,4560564.0,4.0,CORRECT,0.0
Tristan Conklin,Tommy Tremble,Carolina Panthers,TE,10500000.0,2,10500000.0,2.0,CORRECT,0.0
Remy Maul,N/A,New York N Giants,CB,2.98952,4,N/A,N/A,NO_TEST_MATCH,N/A
Bert Feichtinger,N/A,Jacksonville,WR,2.17,1,N/A,N/A,NO_TEST_MATCH,N/A
Bobby Stockton,Trevin Wallace,Carolina Panthers,MLB,5959836.0,4,5959836.0,4.0,CORRECT,0.0
Darby Foster,N/A,Los Angeles A Chargers,LT,20.75,3,N/A,N/A,NO_TEST_MATCH,N/A
France Waldroup,N/A,Los Angeles A Chargers,ROLB,5.5,2,N/A,N/A,NO_TEST_MATCH,N/A
Mcneil Turpin,N/A,New York N Giants,LE,8937539.841165163,3,N/A,N/A,NO_TEST_MATCH,N/A
Arch Rodgers,Wanya Morris,Kansas City Chiefs,RT,5368357.0,4,5368357.0,4.0,CORRECT,0.0
Winfield Torrence,Woody Marks,Houston Texans,HB,5203768.0,4,5203768.0,4.0,CORRECT,0.0
Backnor Stahlman,Xavier Watts,Atlanta Falcons,SS,6188556.0,4,6188556.0,4.0,CORRECT,0.0
Neely Abraham,Zach Cunningham,Detroit Lions,MLB,1255000.0,1,1255000.0,1.0,CORRECT,0.0
Keshawn Dilweg,Zach Harrison,Atlanta Falcons,DT,5568448.0,4,5568448.0,4.0,CORRECT,0.0
Oliver Mcgrorty,Zah Frazier,Chicago Bears,CB,4520216.0,4,4520216.0,4.0,CORRECT,0.0
Marcell Womack,Zak Zinter,Cleveland Browns,LG,5734740.0,4,5734740.0,4.0,CORRECT,0.0
J'Vonne Belk,Zonovan Knight,Arizona Cardinals,HB,1030000.0,1,1030000.0,1.0,CORRECT,0.0
Bucky Hartenstine,N/A,New York N Giants,LG,1422500.0,1,N/A,N/A,NO_TEST_MATCH,N/A
Selvin Nonnemaker,Ainias Smith,Philadelphia Eagles,WR,4354296.0,4,4354296.0,4.0,CORRECT,0.0
Rondy Hagenbuckle,Andre Dillard,San Francisco 49ers,LT,1170000.0,1,1170000.0,1.0,CORRECT,0.0
Marsharne Speyrer,N/A,New York A Jets,FB,1.3375,1,N/A,N/A,NO_TEST_MATCH,N/A
Derek Corbett,Andrew Booth Jr.,Dallas Cowboys,CB,2085000.0,2,2085000.0,2.0,CORRECT,0.0
Godfrey Rule,Anthony Gould,Indianapolis Colts,WR,4372664.0,4,4372664.0,4.0,CORRECT,0.0
Kamil Thielemann,Artie Burns,Miami Dolphins,CB,1355000.0,1,1355000.0,1.0,CORRECT,0.0
Tramaine Ehrmann,N/A,New York A Jets,P,2.84,1,N/A,N/A,NO_TEST_MATCH,N/A
Dajohn Overstreet,Austin Booker,Chicago Bears,LE,4369140.0,4,4369140.0,4.0,CORRECT,0.0
Boris Mackert,Ben Bartch,San Francisco 49ers,LG,1337500.0,1,1337500.0,1.0,CORRECT,0.0
Arnaz Stevenson,Ben Bredeson,Tampa Bay Buccaneers,LG,22000000.0,3,22000000.0,3.0,CORRECT,0.0
Theron Uhrinyak,Bilhal Kone,Baltimore Ravens,CB,4477144.0,4,4477144.0,4.0,CORRECT,0.0
Plunkett Salas,Bo Richter,Minnesota Vikings,LE,795000.0,1,795000.0,1.0,CORRECT,0.0
Buckets Downing,Brad Robbins,Buffalo Bills,P,960000.0,1,960000.0,1.0,CORRECT,0.0
Rubin Tuthill,Brashard Smith,Kansas City Chiefs,HB,4333476.0,4,4333476.0,4.0,CORRECT,0.0
Jeromey Dibble,Cam Smith,Miami Dolphins,CB,7028423.0,4,7028423.0,4.0,CORRECT,0.0
Elmer Vactor,Carlos Watkins,Tennessee Titans,DT,1235000.0,1,1235000.0,1.0,CORRECT,0.0
Horse Colon,Casey Toohill,Houston Texans,RE,1337500.0,1,1337500.0,1.0,CORRECT,0.0
Bradley Brunet,Cedric Gray,Tennessee Titans,MLB,4854492.0,4,4854492.0,4.0,CORRECT,0.0
Char-Ron Stofa,Channing Tindall,Miami Dolphins,ROLB,5044908.0,4,5044908.0,4.0,CORRECT,0.0
Pooh Koeninger,Charles Snowden,Las Vegas Raiders,LE,960000.0,1,960000.0,1.0,CORRECT,0.0
Daryll Chipley,Chris Smith,Detroit Lions,DT,960000.0,1,960000.0,1.0,CORRECT,0.0
Toy Judd,Cody Simon,Arizona Cardinals,MLB,5204760.0,4,5204760.0,4.0,CORRECT,0.0
Itula Fann,Cody Ford,Cincinnati Bengals,RG,6000000.0,2,6000000.0,2.0,CORRECT,0.0
Armond Puetz,Collin Johnson,Las Vegas Raiders,WR,1170000.0,1,1170000.0,1.0,CORRECT,0.0
Dallas Motl,Daniel Jones,Indianapolis Colts,QB,14000000.0,1,14000000.0,1.0,CORRECT,0.0
Gayle Ruzich,Darius Rush,Kansas City Chiefs,CB,0.2,1,N/A,N/A,NO_CONTRACT_FOUND,N/A
Shawne Harewood,David Walker,Tampa Bay Buccaneers,LE,5163260.0,4,5163260.0,4.0,CORRECT,0.0
Roydell Volk,David Long Jr,Indianapolis Colts,CB,0.2,1,N/A,N/A,NO_CONTRACT_FOUND,N/A
Greyson Karas,David Bell,Cleveland Browns,WR,2444000.0,2,2444000.0,2.0,CORRECT,0.0
Pesky Geddes,Decamerion Richardson,Las Vegas Raiders,CB,4821016.0,4,4821016.0,4.0,CORRECT,0.0
Cary Gordy,Dee Eskridge,Miami Dolphins,WR,3.27,1,N/A,N/A,NO_CONTRACT_FOUND,N/A
Curry Greco,DeMarcco Hellams,Atlanta Falcons,FS,3946300.0,4,3946300.0,4.0,CORRECT,0.0
Javier Vrabel,Demetric Felton,Washington Commanders,HB,1030000.0,1,1030000.0,1.0,CORRECT,0.0
Tavian Hale,Deone Walker,Buffalo Bills,DT,5247040.0,4,5247040.0,4.0,CORRECT,0.0
Damone Heywood,Dominique Robinson,Chicago Bears,LE,3933156.0,4,3933156.0,4.0,CORRECT,0.0
Toniu Dykes,Elijah Roberts,Tampa Bay Buccaneers,DT,4609792.0,4,4609792.0,4.0,CORRECT,0.0
Danan Colmer,Eyioma Uwazurike,Denver Broncos,DT,4425868.0,4,4425868.0,4.0,CORRECT,0.0
Shaunard Maclin,Grant Calcaterra,Philadelphia Eagles,TE,3834144.0,4,3834144.0,4.0,CORRECT,0.0
Leger Mccullough,N/A,New York N Giants,TE,6.259139,4,N/A,N/A,NO_TEST_MATCH,N/A
Lovell Felker,N/A,New York A Jets,K,1.84,1,N/A,N/A,NO_TEST_MATCH,N/A
Hew Brockel,N/A,Los Angeles A Chargers,HB,4.35222,4,N/A,N/A,NO_TEST_MATCH,N/A
Tavares Monachino,Ian Thomas,Las Vegas Raiders,TE,1524500.0,1,1524500.0,1.0,CORRECT,0.0
Miller Cope,Isaiah Adams,Arizona Cardinals,RG,5974778.0,4,5974778.0,4.0,CORRECT,0.0
Keyonta Mickey,N/A,New York A Jets,HB,5.274276,4,N/A,N/A,NO_TEST_MATCH,N/A
Burle Fuller,Israel Abanikanda,Green Bay Packers,HB,4179776.0,4,4179776.0,4.0,CORRECT,0.0
Aaron Arnoux,N/A,Jacksonville,ROLB,5.256592,4,N/A,N/A,NO_TEST_MATCH,N/A
Terrelle Partee,Jake Bobo,Seattle Seahawks,WR,2705000.0,3,2705000.0,3.0,CORRECT,0.0
Thad Ashley,Jake Moody,San Francisco 49ers,K,5454080.0,4,5454080.0,4.0,CORRECT,0.0
Asa Vitiello,Jamari Thrash,Cleveland Browns,WR,4345408.0,4,4345408.0,4.0,CORRECT,0.0
Labrandon Rostosky,James Houston,Dallas Cowboys,LE,1030000.0,1,1030000.0,1.0,CORRECT,0.0
Kendell Babich,N/A,New Orleans,P,2.975,3,N/A,N/A,NO_TEST_MATCH,N/A
Hall Cowne,Jared Wilson,New England Patriots,C,6207432.0,4,6207432.0,4.0,CORRECT,0.0
Mikhael Harkey,Jason Marshall Jr.,Miami Dolphins,CB,4625292.0,4,4625292.0,4.0,CORRECT,0.0
Coye Pozderac,Javon Baker,New England Patriots,WR,4836596.0,4,4836596.0,4.0,CORRECT,0.0
Eber Mcglynn,Javon Solomon,Buffalo Bills,RE,4274276.0,4,4274276.0,4.0,CORRECT,0.0
Deacon Truax,Jay Ward,Minnesota Vikings,SS,4493544.0,4,4493544.0,4.0,CORRECT,0.0
Lonie Fleischmann,Jelani Woods,Indianapolis Colts,TE,5372473.0,4,5372473.0,4.0,CORRECT,0.0
Ed Sagapolutele,N/A,New York N Giants,DT,0.775,1,N/A,N/A,NO_TEST_MATCH,N/A
Roland Decicco,Jeremiah Pharms,New England Patriots,DT,2475000.0,2,2475000.0,2.0,CORRECT,0.0
Gardner Dupree,Jeremy McNichols,Washington Commanders,HB,1337500.0,1,1337500.0,1.0,CORRECT,0.0
Graham Chamberlin,Joe Andreessen,Buffalo Bills,MLB,2832500.0,3,2832500.0,3.0,CORRECT,0.0
Tupe Meads,John Parker Romo,New England Patriots,K,960000.0,1,960000.0,1.0,CORRECT,0.0
Tyronne Brocklin,Jon Weeks,San Francisco 49ers,LS,1422500.0,1,1422500.0,1.0,CORRECT,0.0
Ruvell Feacher,Jonah Laulu,Las Vegas Raiders,DT,4124520.0,4,4124520.0,4.0,CORRECT,0.0
Frostee Faulkner,Jordan Watkins,San Francisco 49ers,WR,4865816.0,4,4865816.0,4.0,CORRECT,0.0
Dutch Tomlinson,Jordan Elliott,San Francisco 49ers,DT,7000000.0,2,7000000.0,2.0,CORRECT,0.0
Dee Pitta,Jordan Hancock,Buffalo Bills,SS,4520216.0,4,4520216.0,4.0,CORRECT,0.0
Sol Burger,Josh Hayes,Tampa Bay Buccaneers,CB,4044372.0,4,4044372.0,4.0,CORRECT,0.0
Jarrod Martell,Josh Butler,Dallas Cowboys,CB,1755000.0,2,1755000.0,2.0,CORRECT,0.0
Estes Sabal,Josh Whyle,Tennessee Titans,TE,4165372.0,4,4165372.0,4.0,CORRECT,0.0
Solon Wendell,Joshua Dobbs,New England Patriots,QB,8000000.0,2,8000000.0,2.0,CORRECT,0.0
Clendon Draft,Julian Okwara,Cleveland Browns,LE,1337500.0,1,1337500.0,1.0,CORRECT,0.0
Shantee Zofko,Kendrick Green,Buffalo Bills,RG,1200000.0,1,1200000.0,1.0,CORRECT,0.0
Johndale Hare,Kenyon Green,Philadelphia Eagles,LG,15953405.0,4,15953405.0,4.0,CORRECT,0.0
Riki Shipley,N/A,Los Angeles N Rams,WR,5.308536,4,N/A,N/A,NO_TEST_MATCH,N/A
Willy Mcauliffe,N/A,Los Angeles A Chargers,LE,6.130564,4,N/A,N/A,NO_TEST_MATCH,N/A
Etric Murakowski,Kylen Granson,Philadelphia Eagles,TE,1750000.0,1,1750000.0,1.0,CORRECT,0.0
Zollie Barfield,Kyu Blu Kelly,Las Vegas Raiders,CB,1945000.0,2,1945000.0,2.0,CORRECT,0.0
Ugo Romboli,L.J. Collier,Arizona Cardinals,DT,3000000.0,1,3000000.0,1.0,CORRECT,0.0
Israel Atkeson,Lathan Ransom,Carolina Panthers,FS,5157116.0,4,5157116.0,4.0,CORRECT,0.0
Tody Skinner,Levi Drake Rodriguez,Minnesota Vikings,DT,4125988.0,4,4125988.0,4.0,CORRECT,0.0
Cannonball Parsons,N/A,Jacksonville,DT,7.0186,4,N/A,N/A,NO_TEST_MATCH,N/A
Tyrus Moje,Mac Jones,San Francisco 49ers,QB,8410000.0,2,8410000.0,2.0,CORRECT,0.0
Bill Lovuolo,Maddux Trujillo,Indianapolis Colts,K,2982500.0,3,2982500.0,3.0,CORRECT,0.0
Courtney Pruett,Marco Wilson,Cincinnati Bengals,CB,1520000.0,1,1520000.0,1.0,CORRECT,0.0
Hebron Lahr,Marcus Mariota,Washington Commanders,QB,8000000.0,1,8000000.0,1.0,CORRECT,0.0
Dermontti Tandy,Marcus Harris,Tennessee Titans,CB,840000.0,1,840000.0,1.0,CORRECT,0.0
Vern Francisco,Marques Sigle,San Francisco 49ers,FS,4602376.0,4,4602376.0,4.0,CORRECT,0.0
Lyndell Cobb,McKinnley Jackson,Cincinnati Bengals,DT,5596312.0,4,5596312.0,4.0,CORRECT,0.0
Shirley Wilkin,Miles Frazier,Detroit Lions,LG,4520216.0,4,4520216.0,4.0,CORRECT,0.0
Ellis Hixon,Nehemiah Pritchett,Seattle Seahawks,CB,4399072.0,4,4399072.0,4.0,CORRECT,0.0
Juran Cotney,Nick Bellore,Washington Commanders,MLB,4200000.0,2,4200000.0,2.0,CORRECT,0.0
Donald Jarvi,N/A,Los Angeles N Rams,LE,4.139104,4,N/A,N/A,NO_TEST_MATCH,N/A
Royal Casteel,Olusegun Oluwatimi,Seattle Seahawks,C,6.156456,4,N/A,N/A,NO_CONTRACT_FOUND,N/A
Coy Ostendarp,Pat Bryant,Denver Broncos,WR,6581080.0,4,6581080.0,4.0,CORRECT,0.0
Latario Olive,Pierre Strong,Cleveland Browns,HB,4373432.0,4,4373432.0,4.0,CORRECT,0.0
Chauncey Andersen,N/A,Los Angeles A Chargers,HB,2.97,3,N/A,N/A,NO_TEST_MATCH,N/A
Ty Bouie,Ricky Stromberg,Chicago Bears,RG,960000.0,1,960000.0,1.0,CORRECT,0.0
Brendon Byrne,Robert Rochell,Dallas Cowboys,CB,1170000.0,1,1170000.0,1.0,CORRECT,0.0
Akin Gunnels,Robert Longerbeam,Baltimore Ravens,CB,4374280.0,4,4374280.0,4.0,CORRECT,0.0
Floyd Berthusen,Ronnie Bell,Detroit Lions,WR,1030000.0,1,1030000.0,1.0,CORRECT,0.0
Neal Toran,Salvon Ahmed,Indianapolis Colts,HB,1170000.0,1,1170000.0,1.0,CORRECT,0.0
Jethro Wehba,Sam Franklin,Denver Broncos,FS,1337500.0,1,1337500.0,1.0,CORRECT,0.0
Montell Sacca,N/A,Los Angeles A Chargers,FB,2.012296,4,N/A,N/A,NO_TEST_MATCH,N/A
Zeph Schottel,Spencer Shrader,Indianapolis Colts,K,2510000.0,2,2510000.0,2.0,CORRECT,0.0
Bunny Mandarich,N/A,New Orleans,QB,4.35648,4,N/A,N/A,NO_TEST_MATCH,N/A
Lane Cureton,T.J. Slaton,Cincinnati Bengals,DT,14.1,2,N/A,N/A,NO_CONTRACT_FOUND,N/A
Cosey Kapitansky,T.J. Tampa,Baltimore Ravens,CB,4718456.0,4,4718456.0,4.0,CORRECT,0.0
Rip Ledyard,Ta'Quon Graham,Atlanta Falcons,DT,2787500.0,1,2787500.0,1.0,CORRECT,0.0
Mose D'Amato,Terell Smith,Chicago Bears,CB,4115884.0,4,4115884.0,4.0,CORRECT,0.0
Vick Champion,N/A,Los Angeles N Rams,TE,9.713466,4,N/A,N/A,NO_TEST_MATCH,N/A
Junie Bratkowski,Tez Johnson,Tampa Bay Buccaneers,WR,4323940.0,4,4323940.0,4.0,CORRECT,0.0
Ramsey Levoir,Tommy Eichenberg,Las Vegas Raiders,MLB,4357712.0,4,4357712.0,4.0,CORRECT,0.0
Tarek Hartwig,Travis Homer,Chicago Bears,HB,1750000.0,1,1750000.0,1.0,CORRECT,0.0
Hamza Fuamatu-Ma'Afala,Tre Flowers,Chicago Bears,CB,1255000.0,1,1255000.0,1.0,CORRECT,0.0
Yonel Noyes,Tyler Badie,Denver Broncos,HB,795000.0,1,795000.0,1.0,CORRECT,0.0
Aeneas Shockley,Tyler Hall,Seattle Seahawks,CB,1170000.0,1,1170000.0,1.0,CORRECT,0.0
Blair Lehman,N/A,New York A Jets,LE,2.520216,4,N/A,N/A,NO_TEST_MATCH,N/A
Earnest Addams,Tyler Steen,Philadelphia Eagles,RG,5750443.0,4,5750443.0,4.0,CORRECT,0.0
Torrey Enke,N/A,New York A Jets,WR,1.3375,1,N/A,N/A,NO_TEST_MATCH,N/A
Vernice Collett,N/A,New York A Jets,QB,14.0,2,N/A,N/A,NO_TEST_MATCH,N/A
Alvin Henning,N/A,New Orleans,HB,4533701.321546677,3,N/A,N/A,NO_TEST_MATCH,N/A
Lon Pettway,N/A,New Orleans,DT,5.637796,4,N/A,N/A,NO_TEST_MATCH,N/A
Lecharls Sodaski,Xavier Hutchinson,Houston Texans,WR,4003704.0,4,4003704.0,4.0,CORRECT,0.0
Fuzzy Broda,Xavier Restrepo,Tennessee Titans,WR,2985000.0,3,2985000.0,3.0,CORRECT,0.0
Torrin Sandy,N/A,Jacksonville,RE,3.205216,4,N/A,N/A,NO_TEST_MATCH,N/A
Robin Betters,Yosh Nijman,Carolina Panthers,LT,8000000.0,2,8000000.0,2.0,CORRECT,0.0
Orian Kompara,N/A,Los Angeles N Rams,CB,7260061.590200156,3,N/A,N/A,NO_TEST_MATCH,N/A
Leander Testerman,Aeneas Peebles,Baltimore Ravens,DT,4374280.0,4,4374280.0,4.0,CORRECT,0.0
Roddrick Ealy,Ahmed Hassanein,Detroit Lions,RE,4429892.0,4,4429892.0,4.0,CORRECT,0.0
Mckinley Devaughn,Aidan O'Connell,Las Vegas Raiders,QB,4349380.0,4,4349380.0,4.0,CORRECT,0.0
Dre' Trigilio,Amani Oruwariye,Tennessee Titans,CB,1170000.0,1,1170000.0,1.0,CORRECT,0.0
Harrison Widmer,Anthony Miller,Baltimore Ravens,WR,1170000.0,1,1170000.0,1.0,CORRECT,0.0
Stone Delong,Antwaun Powell-Ryland,Philadelphia Eagles,RE,4374280.0,4,4374280.0,4.0,CORRECT,0.0
Pervis Yamini,N/A,New York A Jets,WR,7.241652,4,N/A,N/A,NO_TEST_MATCH,N/A
Joey Fishel,Barrett Carter,Cincinnati Bengals,MLB,5182116.0,4,5182116.0,4.0,CORRECT,0.0
Fernanza Mosebar,Ben Cleveland,Baltimore Ravens,LG,1170000.0,1,1170000.0,1.0,CORRECT,0.0
Jaret Willy,Benito Jones,Miami Dolphins,DT,2000000.0,1,2000000.0,1.0,CORRECT,0.0
Gasper Crouch,N/A,Los Angeles A Chargers,WR,6.134592,4,N/A,N/A,NO_TEST_MATCH,N/A
Germane Caffey,Brevin Jordan,Houston Texans,TE,2100000.0,1,2100000.0,1.0,CORRECT,0.0
Matthew Stablein,N/A,New York N Giants,WR,2.715,3,N/A,N/A,NO_TEST_MATCH,N/A
London Hons,Caedan Wallace,New England Patriots,RT,6043304.0,4,6043304.0,4.0,CORRECT,0.0
Honolulu Brackens,Calvin Throckmorton,Denver Broncos,LG,1170000.0,1,1170000.0,1.0,CORRECT,0.0
Hines Kremer,Carl Davis,Washington Commanders,DT,1255000.0,1,1255000.0,1.0,CORRECT,0.0
Kink Stroth,Cedric Johnson,Cincinnati Bengals,RE,4158388.0,4,4158388.0,4.0,CORRECT,0.0
Marsh Fencik,N/A,Los Angeles N Rams,ROLB,1.764444,4,N/A,N/A,NO_TEST_MATCH,N/A
