PFL_Name,Team,Position,PFL_Contract_Value,PFL_Contract_Years,Real_Contract_Value,Real_Contract_Years,Status,Difference
Jarret Golemgeske,Baltimore Ravens,ROLB,5102896.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kordell Pilconis,Philadelphia Eagles,WR,1195000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kroy Gamble,New Orleans,S,2.17,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Clayton Dimitroff,Seattle Seahawks,WR,4565040.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Gil Owusu-Ansah,Atlanta Falcons,ROLB,6103570.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Regis Sasa,Los Angeles N Rams,DT,3.638588,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ebenezer Bidwell,Philadelphia Eagles,DT,5235668.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Torry Nading,Baltimore Ravens,WR,2100000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jewerl Seubert,Chicago Bears,WR,4503452.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Alundis Lookabaugh,Los Angeles N Rams,DT,3.202552,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Buford Grooms,Philadelphia Eagles,RB,4736964.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jonathan Urban,Tennessee Titans,QB,9542165.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Hayworth Stocker,Jacksonville,G,8.277304,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Mac O'Toole,Arizona Cardinals,DE,4370624.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Peerless Pierotti,New York A Jets,WR,1.71,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Lardarius Mcconnell,New York N Giants,WR,1.4225,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Henry Studaway,Denver Broncos,WR,1030000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Chukie Hagerty,Tampa Bay Buccaneers,DT,1255000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dimitri Grimsley,New England Patriots,CB,1030000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Harald Corker,Baltimore Ravens,G,3942112.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Franky Carey,Carolina Panthers,QB,8000000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Linden Kadish,Denver Broncos,RB,3.359124,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Pahl Scarpitto,Green Bay Packers,DE,5141852.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Doc Trumpy,Los Angeles N Rams,C,2.158388,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Zack Burleson,Pittsburgh Steelers,K,2985000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Alfredo Tuck,Pittsburgh Steelers,WR,4475000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Trev Biekert,Washington Commanders,TE,7227950.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ric Gardin,Atlanta Falcons,S,5186152.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Norbert Steed,Carolina Panthers,DT,0.0,1,N/A,N/A,NO_CONTRACT_ASSIGNED,N/A
Senio Miklich,Los Angeles N Rams,DE,4.349368,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ingle Morris,New Orleans,WR,4.274276,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Liffort Christenson,Philadelphia Eagles,DT,5668712.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Darrent Spence,Carolina Panthers,DT,4673156.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Enis Abruzzese,Cleveland Browns,CB,4177232.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Harley Wetz,Cleveland Browns,DE,6.144337,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Hicham Bookout,Kansas City Chiefs,RB,2830000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Mario Rothwell,New York N Giants,LS,1.4225,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Uwe Siano,Jacksonville,LOLB,5.426108,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Darnell Umenyiora,Las Vegas Raiders,LT,6161184.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Delvin Maple,Cincinnati Bengals,WR,4518776.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jo-Lonn Supernaw,Carolina Panthers,CB,4343984.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Roderick Dwight,Tennessee Titans,WR,5400952.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kenard Womble,New York N Giants,TE,0.0,1,N/A,N/A,NO_CONTRACT_ASSIGNED,N/A
Metz Osemele,Detroit Lions,G,4158388.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tuufuli Lungren,Los Angeles N Rams,TE,24.5,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Delles Janik,Green Bay Packers,DE,4604084.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kelcie Taibi,Arizona Cardinals,S,4866844.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Florian Mcginest,Seattle Seahawks,RB,4338944.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Mao Mcilhenny,Miami Dolphins,G,1170000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Todd Bunting,New York N Giants,TE,2.453104,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Cris Ames,New Orleans,ROLB,3.228364,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Wally Niehaus,New Orleans,WR,0.3375,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jodie Strada,Arizona Cardinals,DT,3973336.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ran Ruether,Cleveland Browns,LT,4632332.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tobin Dodge,Atlanta Falcons,DE,5229582.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Adger Klingel,Arizona Cardinals,CB,4520216.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Obie Kalina,Los Angeles A Chargers,WR,6.551932,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Peaches Koenen,Cleveland Browns,QB,230000000.0,5,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Swanson Ontko,Dallas Cowboys,RB,3973336.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Geoffrey Gunn,Las Vegas Raiders,ROLB,1170000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Beattie Maeder,Baltimore Ravens,WR,4817852.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Merril Kosel,Buffalo Bills,DT,5618048.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Geoff Boddie,Indianapolis Colts,CB,1170000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Brock Righetti,Chicago Bears,TE,2500000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dub Lackman,Baltimore Ravens,RT,6273520.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kamar Sack,Cincinnati Bengals,TE,4813104.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jeremiah Gilberry,Kansas City Chiefs,QB,1170000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kiwaukee Frahm,Cleveland Browns,DE,4551932.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Peyton Groomes,New Orleans,DE,10.734721,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Johnny Jurich,Arizona Cardinals,QB,12500000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kevan Kraus,Carolina Panthers,DT,4196424.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Levert Seurer,Los Angeles A Chargers,DT,4.313266,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Sherman Dewveall,New England Patriots,DT,915000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Timothy Dyson,Kansas City Chiefs,TE,4708620.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Damion Mansfield,Houston Texans,CB,6161184.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Darrelle Mcdonnell,Arizona Cardinals,CB,1200000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Claude Janiak,Indianapolis Colts,ROLB,4356240.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Sugarfoot Kuczynski,Cincinnati Bengals,WR,5820896.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Whitey Hennings,Baltimore Ravens,LT,3.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Hugo Fulhage,Jacksonville,DT,5.803076,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tim Kersten,Cleveland Browns,DT,795000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jordy Pifferini,Los Angeles A Chargers,DT,6.859012,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Russ Minnis,Tennessee Titans,RB,4438508.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Javon Israel,Green Bay Packers,DT,4052028.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Gerris Tew,Los Angeles A Chargers,WR,2.608004,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Wilson Bullock,Miami Dolphins,CB,1170000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Pettis Spilis,New Orleans,DT,4.198828,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Bon Feldman,Tampa Bay Buccaneers,CB,1337500.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jojo Strenger,Baltimore Ravens,WR,4414868.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Blake Dottley,Las Vegas Raiders,DT,1439500.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Davey Shedd,Philadelphia Eagles,S,1030000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Delton Hindman,Pittsburgh Steelers,DT,4240072.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Sidney Kinderdine,Washington Commanders,WR,5596312.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Lin Roan,Green Bay Packers,TE,8475731.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Keaton Stephens,Houston Texans,S,2500000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dimitrius Rehberg,New York A Jets,WR,7.073456,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Aveion Norgard,Miami Dolphins,WR,4219560.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Triandos Ostroski,New Orleans,P,3.2,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Stockar Wells,Detroit Lions,DT,4206800.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Remi Weigel,Denver Broncos,FB,1422500.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
James-Michael Sullivan,Kansas City Chiefs,S,1337500.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Rupert Bailey,Miami Dolphins,DE,4340872.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Danario Korver,Jacksonville,CB,3.77598,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Packie Ness,Arizona Cardinals,ILB,1790000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Alden Elway,Cincinnati Bengals,DE,12587262.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jerrott Rooney,Chicago Bears,CB,1320000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Huey Lockett,Baltimore Ravens,LS,2495000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dosey Lens,Cincinnati Bengals,ROLB,5000000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Devier Scanlan,New York A Jets,DT,9.506373,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tyrone Mcphee,New York N Giants,DT,14.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Atari Bratton,Dallas Cowboys,G,3750000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ronnie Wrightman,Pittsburgh Steelers,WR,5745168.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Mercury Brazell,Arizona Cardinals,G,1337500.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Grey Jagade,San Francisco 49ers,WR,1170000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Mickey Badar,Carolina Panthers,K,2980000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jess Hillenbrand,Denver Broncos,DT,6161184.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Keyshawn Ghent,Tennessee Titans,G,2.125,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Herm Griffiths,Green Bay Packers,WR,6292454.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kheeston Mastrogany,Pittsburgh Steelers,WR,0.3375,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Bernard Brooks,Chicago Bears,CB,1100000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Luis Skeate,Indianapolis Colts,C,4799872.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Gary Bryan,Baltimore Ravens,DE,4560564.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tristan Conklin,Carolina Panthers,TE,10500000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Remy Maul,New York N Giants,CB,2.98952,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Bert Feichtinger,Jacksonville,WR,2.17,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Bobby Stockton,Carolina Panthers,ILB,5959836.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Darby Foster,Los Angeles A Chargers,LT,20.75,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
France Waldroup,Los Angeles A Chargers,ROLB,5.5,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Mcneil Turpin,New York N Giants,DE,0.0,1,N/A,N/A,NO_CONTRACT_ASSIGNED,N/A
Arch Rodgers,Kansas City Chiefs,RT,5368357.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Winfield Torrence,Houston Texans,RB,5203768.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Backnor Stahlman,Atlanta Falcons,S,6188556.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Neely Abraham,Detroit Lions,ILB,1255000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Keshawn Dilweg,Atlanta Falcons,DT,5568448.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Oliver Mcgrorty,Chicago Bears,CB,4520216.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Marcell Womack,Cleveland Browns,G,5734740.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
J'Vonne Belk,Arizona Cardinals,RB,1030000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Bucky Hartenstine,New York N Giants,G,0.0,1,N/A,N/A,NO_CONTRACT_ASSIGNED,N/A
Selvin Nonnemaker,Philadelphia Eagles,WR,4354296.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Rondy Hagenbuckle,San Francisco 49ers,LT,1170000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Marsharne Speyrer,New York A Jets,FB,1.3375,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Derek Corbett,Dallas Cowboys,CB,2085000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Godfrey Rule,Indianapolis Colts,WR,4372664.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kamil Thielemann,Miami Dolphins,CB,1355000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tramaine Ehrmann,New York A Jets,P,2.84,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dajohn Overstreet,Chicago Bears,DE,4369140.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Boris Mackert,San Francisco 49ers,G,1337500.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Arnaz Stevenson,Tampa Bay Buccaneers,G,22000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Theron Uhrinyak,Baltimore Ravens,CB,4477144.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Plunkett Salas,Minnesota Vikings,DE,795000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Buckets Downing,Buffalo Bills,P,960000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Rubin Tuthill,Kansas City Chiefs,RB,4333476.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jeromey Dibble,Miami Dolphins,CB,7028423.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Elmer Vactor,Tennessee Titans,DT,1235000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Horse Colon,Houston Texans,DE,1337500.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Bradley Brunet,Tennessee Titans,ILB,4854492.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Char-Ron Stofa,Miami Dolphins,ROLB,5044908.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Pooh Koeninger,Las Vegas Raiders,DE,960000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Daryll Chipley,Detroit Lions,DT,960000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Toy Judd,Arizona Cardinals,ILB,5204760.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Itula Fann,Cincinnati Bengals,G,6000000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Armond Puetz,Las Vegas Raiders,WR,1170000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dallas Motl,Indianapolis Colts,QB,14000000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Gayle Ruzich,Kansas City Chiefs,CB,0.2,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Shawne Harewood,Tampa Bay Buccaneers,DE,5163260.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Roydell Volk,Indianapolis Colts,CB,0.2,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Greyson Karas,Cleveland Browns,WR,2444000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Pesky Geddes,Las Vegas Raiders,CB,4821016.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Cary Gordy,Miami Dolphins,WR,3.27,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Curry Greco,Atlanta Falcons,S,3946300.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Javier Vrabel,Washington Commanders,RB,1030000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tavian Hale,Buffalo Bills,DT,5247040.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Damone Heywood,Chicago Bears,DE,3933156.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Toniu Dykes,Tampa Bay Buccaneers,DT,4609792.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Danan Colmer,Denver Broncos,DT,4425868.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Shaunard Maclin,Philadelphia Eagles,TE,3834144.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Leger Mccullough,New York N Giants,TE,6.259139,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Lovell Felker,New York A Jets,K,1.84,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Hew Brockel,Los Angeles A Chargers,RB,4.35222,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tavares Monachino,Las Vegas Raiders,TE,1524500.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Miller Cope,Arizona Cardinals,G,5974778.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Keyonta Mickey,New York A Jets,RB,5.274276,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Burle Fuller,Green Bay Packers,RB,4179776.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Aaron Arnoux,Jacksonville,ROLB,5.256592,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Terrelle Partee,Seattle Seahawks,WR,2705000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Thad Ashley,San Francisco 49ers,K,5454080.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Asa Vitiello,Cleveland Browns,WR,4345408.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Labrandon Rostosky,Dallas Cowboys,DE,1030000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kendell Babich,New Orleans,P,2.975,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Hall Cowne,New England Patriots,C,6207432.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Mikhael Harkey,Miami Dolphins,CB,4625292.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Coye Pozderac,New England Patriots,WR,4836596.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Eber Mcglynn,Buffalo Bills,DE,4274276.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Deacon Truax,Minnesota Vikings,S,4493544.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Lonie Fleischmann,Indianapolis Colts,TE,5372473.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ed Sagapolutele,New York N Giants,DT,0.775,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Roland Decicco,New England Patriots,DT,2475000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Gardner Dupree,Washington Commanders,RB,1337500.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Graham Chamberlin,Buffalo Bills,ILB,2832500.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tupe Meads,New England Patriots,K,960000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tyronne Brocklin,San Francisco 49ers,LS,1422500.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ruvell Feacher,Las Vegas Raiders,DT,4124520.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Frostee Faulkner,San Francisco 49ers,WR,4865816.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dutch Tomlinson,San Francisco 49ers,DT,7000000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dee Pitta,Buffalo Bills,S,4520216.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Sol Burger,Tampa Bay Buccaneers,CB,4044372.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jarrod Martell,Dallas Cowboys,CB,1755000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Estes Sabal,Tennessee Titans,TE,4165372.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Solon Wendell,New England Patriots,QB,8000000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Clendon Draft,Cleveland Browns,DE,1337500.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Shantee Zofko,Buffalo Bills,G,1200000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Johndale Hare,Philadelphia Eagles,G,15953405.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Riki Shipley,Los Angeles N Rams,WR,5.308536,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Willy Mcauliffe,Los Angeles A Chargers,DE,6.130564,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Etric Murakowski,Philadelphia Eagles,TE,1750000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Zollie Barfield,Las Vegas Raiders,CB,1945000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ugo Romboli,Arizona Cardinals,DT,3000000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Israel Atkeson,Carolina Panthers,S,5157116.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tody Skinner,Minnesota Vikings,DT,4125988.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Cannonball Parsons,Jacksonville,DT,7.0186,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tyrus Moje,San Francisco 49ers,QB,8410000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Bill Lovuolo,Indianapolis Colts,K,2982500.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Courtney Pruett,Cincinnati Bengals,CB,1520000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Hebron Lahr,Washington Commanders,QB,8000000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dermontti Tandy,Tennessee Titans,CB,840000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Vern Francisco,San Francisco 49ers,S,4602376.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Lyndell Cobb,Cincinnati Bengals,DT,5596312.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Shirley Wilkin,Detroit Lions,G,4520216.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ellis Hixon,Seattle Seahawks,CB,4399072.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Juran Cotney,Washington Commanders,ILB,4200000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Donald Jarvi,Los Angeles N Rams,DE,4.139104,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Royal Casteel,Seattle Seahawks,C,6.156456,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
